trade_date,target_slot,generated_at,actual_kst_time,schedule_lag_minutes,base_time,base_time_source,source_time,market_session,market,program_type,sell_value,buy_value,net_buy_value,sell_volume,buy_volume,net_buy_volume,unit_value,unit_volume,source,source_url,collected_at,raw_hash
2026-04-14,1330,2026-05-21T13:51:25.947923+09:00,13:51,21,13:51,collected_at_fallback,13:51,REGULAR,KOSPI,NON_ARBITRAGE,7164650,7782457,617807,,,,백만원,,HANKYUNG,https://markets.hankyung.com/investment/program-trading,2026-05-21T13:51:25.947923+09:00,610bb28221f62fb4fc46aa7922728660451088125cf13847b8ca2bdc6d039430
2026-04-14,1330,2026-05-21T13:51:25.947923+09:00,13:51,21,13:51,collected_at_fallback,13:51,REGULAR,KOSPI,TOTAL,7494268,8278875,784607,,,,백만원,,HANKYUNG,https://markets.hankyung.com/investment/program-trading,2026-05-21T13:51:25.947923+09:00,610bb28221f62fb4fc46aa7922728660451088125cf13847b8ca2bdc6d039430
2026-04-13,1330,2026-05-21T13:51:25.947923+09:00,13:51,21,13:51,collected_at_fallback,13:51,REGULAR,KOSPI,ARBITRAGE,330322,204185,-126137,,,,백만원,,HANKYUNG,https://markets.hankyung.com/investment/program-trading,2026-05-21T13:51:25.947923+09:00,610bb28221f62fb4fc46aa7922728660451088125cf13847b8ca2bdc6d039430
2026-04-13,1330,2026-05-21T13:51:25.947923+09:00,13:51,21,13:51,collected_at_fallback,13:51,REGULAR,KOSPI,NON_ARBITRAGE,6787734,6820743,33009,,,,백만원,,HANKYUNG,https://markets.hankyung.com/investment/program-trading,2026-05-21T13:51:25.947923+09:00,610bb28221f62fb4fc46aa7922728660451088125cf13847b8ca2bdc6d039430
2026-04-13,1330,2026-05-21T13:51:25.947923+09:00,13:51,21,13:51,collected_at_fallback,13:51,REGULAR,KOSPI,TOTAL,7118056,7024928,-93128,,,,백만원,,HANKYUNG,https://markets.hankyung.com/investment/program-trading,2026-05-21T13:51:25.947923+09:00,610bb28221f62fb4fc46aa7922728660451088125cf13847b8ca2bdc6d039430
2026-04-01,1330,2026-05-21T13:51:25.947923+09:00,13:51,21,13:51,collected_at_fallback,13:51,REGULAR,KOSPI,ARBITRAGE,426773,495923,69150,,,,백만원,,HANKYUNG,https://markets.hankyung.com/investment/program-trading,2026-05-21T13:51:25.947923+09:00,610bb28221f62fb4fc46aa7922728660451088125cf13847b8ca2bdc6d039430
2026-04-01,1330,2026-05-21T13:51:25.947923+09:00,13:51,21,13:51,collected_at_fallback,13:51,REGULAR,KOSPI,NON_ARBITRAGE,7139391,7210281,70890,,,,백만원,,HANKYUNG,https://markets.hankyung.com/investment/program-trading,2026-05-21T13:51:25.947923+09:00,610bb28221f62fb4fc46aa7922728660451088125cf13847b8ca2bdc6d039430
2026-04-01,1330,2026-05-21T13:51:25.947923+09:00,13:51,21,13:51,collected_at_fallback,13:51,REGULAR,KOSPI,TOTAL,7566164,7706204,140040,,,,백만원,,HANKYUNG,https://markets.hankyung.com/investment/program-trading,2026-05-21T13:51:25.947923+09:00,610bb28221f62fb4fc46aa7922728660451088125cf13847b8ca2bdc6d039430
2026-04-09,1330,2026-05-21T13:51:25.947923+09:00,13:51,21,13:51,collected_at_fallback,13:51,REGULAR,KOSPI,ARBITRAGE,581291,538105,-43186,,,,백만원,,HANKYUNG,https://markets.hankyung.com/investment/program-trading,2026-05-21T13:51:25.947923+09:00,610bb28221f62fb4fc46aa7922728660451088125cf13847b8ca2bdc6d039430
2026-04-09,1330,2026-05-21T13:51:25.947923+09:00,13:51,21,13:51,collected_at_fallback,13:51,REGULAR,KOSPI,NON_ARBITRAGE,9789794,8397859,-1391935,,,,백만원,,HANKYUNG,https://markets.hankyung.com/investment/program-trading,2026-05-21T13:51:25.947923+09:00,610bb28221f62fb4fc46aa7922728660451088125cf13847b8ca2bdc6d039430
2026-04-09,1330,2026-05-21T13:51:25.947923+09:00,13:51,21,13:51,collected_at_fallback,13:51,REGULAR,KOSPI,TOTAL,10371085,8935964,-1435121,,,,백만원,,HANKYUNG,https://markets.hankyung.com/investment/program-trading,2026-05-21T13:51:25.947923+09:00,610bb28221f62fb4fc46aa7922728660451088125cf13847b8ca2bdc6d039430
2026-04-08,1330,2026-05-21T13:51:25.947923+09:00,13:51,21,13:51,collected_at_fallback,13:51,REGULAR,KOSPI,ARBITRAGE,378454,894096,515641,,,,백만원,,HANKYUNG,https://markets.hankyung.com/investment/program-trading,2026-05-21T13:51:25.947923+09:00,610bb28221f62fb4fc46aa7922728660451088125cf13847b8ca2bdc6d039430
2026-04-08,1330,2026-05-21T13:51:25.947923+09:00,13:51,21,13:51,collected_at_fallback,13:51,REGULAR,KOSPI,NON_ARBITRAGE,9012979,10279866,1266887,,,,백만원,,HANKYUNG,https://markets.hankyung.com/investment/program-trading,2026-05-21T13:51:25.947923+09:00,610bb28221f62fb4fc46aa7922728660451088125cf13847b8ca2bdc6d039430
2026-04-08,1330,2026-05-21T13:51:25.947923+09:00,13:51,21,13:51,collected_at_fallback,13:51,REGULAR,KOSPI,TOTAL,9391433,11173962,1782528,,,,백만원,,HANKYUNG,https://markets.hankyung.com/investment/program-trading,2026-05-21T13:51:25.947923+09:00,610bb28221f62fb4fc46aa7922728660451088125cf13847b8ca2bdc6d039430
